,Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price
80,Ledaig 2008,53.3,70,115
81,Jura Two-One-Two 2006,47.5,70,88.95
82,Highland Park 1996,51.4,70,325
83,Ledaig 10 Year Old,48.8,70,79.95
84,Tobermory 18 Year Old,46.3,70,135
85,Highland Park Ragnvald,44.6,70,450
86,Highland Park Freya,51.2,70,500
87,Talisker 30 Year Old,57.3,70,"1,400"
88,Highland Park 1991,53.9,70,250
89,Isle of Jura 10 Year Old,40,70,89.95
90,Orkney's Finest 2007,48.4,70,68.95
91,Ledaig 1997,58.2,70,450
92,Ledaig 2009,59.6,70,64.95
93,Scapa 12 Year Old,40,75,275
94,Scapa 12 Year Old,40,70,275
95,Talisker 1964,57,75,"7,500"
96,Highland Park 50 Year Old,43.8,70,"24,000"
97,Highland Park 1955,54.6,75,"4,000"
98,Highland Park 18 Year Old,43,75,650
99,Isle Of Jura 10 Year Old,43,100,235
100,Talisker Pure Malt Over 8 Year Old,45.7,75,"4,500"
101,Highland Park 1989,43.1,70,525
102,Highland Park 1979,51.7,70,700
103,Highland Park 1972,60,75,"1,350"
104,Highland Park 1972,55.1,75,"1,350"
105,Highland Park 1956,43,75,"3,000"
106,SMWS 4.1 (Highland Park),60.2,75,"4,000"
107,Highland Park 1966,43,75,"4,000"
108,Ledaig 2007,58.5,70,87.95
109,Highland Park Triskelion,45.1,70,160
110,Ledaig-Tobermory 1972,40,75,"1,100"
111,Talisker 12 Year Old,43.4,75,"1,800"
112,Talisker 1978,50.7,70,"2,875"
113,SMWS 4.7 (Highland Park),60.5,75,"1,000"
114,Highland Park 26 Year Old,40.5,70,750
115,Single Orkney Malt 2007,58,70,90.95
116,Highland Park 50 Year Old,42.5,70,"23,250"
117,Talisker 1967,57,75,"6,750"
118,SMWS 4.65 (Highland Park),57.6,50,"1,000"
119,Highland Park 12 Year Old,43,100,350
120,Highland Park 1978,55,70,"1,250"
121,Highland Park 1958,43,75,"3,000"
122,Highland Park 12 Year Old,40,70,199
123,SMWS 42.1 (Tobermory),53.1,75,"1,750"
124,Highland Park 20 Year Old,44.7,70,"4,500"
125,Highland Park 8 Year Old,40,75,399
126,Highland Park 12 Year Old,40,70,199
127,Talisker 1951,43,75,"2,500"
128,SMWS 4.62 (Highland Park),53.5,70,900
129,Talisker 1978,50,70,"2,750"
130,Talisker 1951,43,75,"2,500"
131,Highland Park 1972,55.9,70,"1,000"
132,Jura Seven Wood,42,70,59.95
133,Talisker 1957,51.1,75,"7,500"
134,Highland Park 1968,43,70,"1,500"
135,Highland Park 40 Year Old,47.5,70,"3,200"
136,Highland Park 1992,50,70,360
137,Highland Park 25 Year Old,50.7,70,"1,500"
138,Talisker 1959,43,75,"3,500"
139,Talisker 1957,40,75,"2,750"
140,Highland Park Fire 15 Year Old,45.2,70,199
141,Highland Park 18 Year Old,43,70,350
142,Highland Park 18 Year Old,43,70,650
143,Talisker 1956,40,75,"2,750"
